pin,construction_year,construction_zone_group
13221020940000,2007,Planned Development
13221020950000,2007,Planned Development
13221020970000,2006,Single-Family Residential
13221020980000,2006,Single-Family Residential
13221020990000,2006,Single-Family Residential
13221021000000,2006,Single-Family Residential
13221021010000,2009,Single-Family Residential
13221021020000,2006,Single-Family Residential
13221021030000,2007,Single-Family Residential
13221040060000,2014,Single-Family Residential
13221050170000,2011,Single-Family Residential
13221070300000,2008,Single-Family Residential
13221080110000,2007,Single-Family Residential
13221090200000,2018,Single-Family Residential
13221100180000,2008,Single-Family Residential
13221100230000,2009,Single-Family Residential
13221100400000,2007,Single-Family Residential
13221100410000,2007,Single-Family Residential
13221120160000,2011,Single-Family Residential
13221130400000,2013,Single-Family Residential
13221150110000,2007,Single-Family Residential
13221150360000,2014,Single-Family Residential
13221220310000,2019,Single-Family Residential
13221220320000,2019,Single-Family Residential
13221220420000,2014,Single-Family Residential
13221240360000,2015,Single-Family Residential
13221240370000,2014,Single-Family Residential
13221240380000,2015,Single-Family Residential
13221240390000,2016,Single-Family Residential
13221240710000,2014,Commercial
13221240720000,2016,Single-Family Residential
13221240730000,2014,Commercial
13221240740000,2015,Single-Family Residential
13221240750000,2015,Single-Family Residential
13221240760000,2014,Commercial
13221240770000,2014,Commercial
13221250530000,2014,Planned Development
13221250540000,2014,Planned Development
13221250550000,2014,Planned Development
13221250560000,2014,Planned Development
13221250570000,2014,Planned Development
13221250580000,2014,Planned Development
13221250590000,2014,Planned Development
13221250600000,2014,Planned Development
13221250610000,2014,Planned Development
13221250620000,2014,Planned Development
13221250630000,2014,Planned Development
13221250640000,2014,Planned Development
13221260010000,2014,Planned Development
13221260020000,2014,Planned Development
13221260030000,2014,Planned Development
13221260040000,2014,Planned Development
13221260050000,2014,Planned Development
13221260060000,2014,Planned Development
13221260070000,2014,Planned Development
13221260080000,2015,Planned Development
13221260090000,2014,Planned Development
13221260100000,2014,Planned Development
13221260110000,2014,Planned Development
13221260120000,2014,Planned Development
13221260130000,2014,Planned Development
13221260140000,2014,Planned Development
13221260150000,2017,Planned Development
13221260160000,2017,Planned Development
13221260170000,2017,Planned Development
13221260180000,2014,Planned Development
13221260190000,2018,Planned Development
13221260200000,2017,Planned Development
13221260210000,2018,Planned Development
13221260220000,2017,Planned Development
13221260230000,2018,Planned Development
13221260240000,2017,Planned Development
13221260250000,2018,Planned Development
13221260260000,2014,Planned Development
13221260270000,2017,Planned Development
13221260280000,2017,Planned Development
13221260290000,2017,Planned Development
13221260300000,2014,Planned Development
13221260310000,2018,Planned Development
13221260320000,2018,Planned Development
13221260330000,2018,Planned Development
13221260340000,2017,Planned Development
13221260350000,2017,Planned Development
13221260360000,2017,Planned Development
13222000330000,2015,Single-Family Residential
13222000340000,2015,Single-Family Residential
13222020110000,2006,Single-Family Residential
13222020260000,2006,Single-Family Residential
13222030070000,2011,Single-Family Residential
13222030270000,2018,Single-Family Residential
13222030280000,2019,Single-Family Residential
13222030300000,2015,Planned Development
13222030310000,2016,Planned Development
13222060030000,2011,Single-Family Residential
13222090130000,2022,Single-Family Residential
13222090200000,2015,Single-Family Residential
13222090220000,2008,Single-Family Residential
13222110050000,2008,Single-Family Residential
13222110100000,2011,Single-Family Residential
13222110110000,2019,Single-Family Residential
13222110150000,2008,Single-Family Residential
13222130130000,2008,Single-Family Residential
13222140150000,2022,Single-Family Residential
13222140230000,2016,Single-Family Residential
13222150030000,2014,Single-Family Residential
13222150040000,2014,Single-Family Residential
13222150230000,2010,Single-Family Residential
13222150250000,2018,Single-Family Residential
13222160020000,2008,Single-Family Residential
13222160030000,2019,Single-Family Residential
13222160040000,2019,Single-Family Residential
13222160130000,2009,Single-Family Residential
13222160310000,2007,Single-Family Residential
13222170010000,2006,Single-Family Residential
13222170260000,2014,Single-Family Residential
13222180100000,2021,Single-Family Residential
13222210020000,2021,Single-Family Residential
13222210270000,2010,Single-Family Residential
13222210340000,2020,Single-Family Residential
13222210350000,2018,Single-Family Residential
13222210360000,2018,Single-Family Residential
13222210370000,2022,Single-Family Residential
13222210380000,2022,Single-Family Residential
13223020040000,2019,Single-Family Residential
13223040300000,2019,Single-Family Residential
13223040310000,2018,Single-Family Residential
13223040320000,2011,Single-Family Residential
13223040330000,2011,Single-Family Residential
13223040340000,2011,Single-Family Residential
13223040350000,2011,Single-Family Residential
13223070170000,2021,Single-Family Residential
13223070390000,2018,Single-Family Residential
13223070400000,2018,Single-Family Residential
13223070410000,2018,Single-Family Residential
13223070420000,2019,Single-Family Residential
13223070430000,2019,Single-Family Residential
13223080480000,2007,Single-Family Residential
13223110060000,2022,Single-Family Residential
13223110160000,2017,Single-Family Residential
13223110170000,2017,Single-Family Residential
13223130120000,2019,Multi-Family Residential
13223160530000,2017,Single-Family Residential
13223160540000,2017,Single-Family Residential
13223170050000,2021,Single-Family Residential
13223190280000,2014,Multi-Family Residential
13223200490000,2014,Single-Family Residential
13223200500000,2014,Single-Family Residential
13223230060000,2018,Single-Family Residential
13223230070000,2008,Single-Family Residential
13224000130000,2019,Single-Family Residential
13224000280000,2022,Multi-Family Residential
13224000290000,2022,Multi-Family Residential
13224000370000,2014,Single-Family Residential
13224000380000,2014,Single-Family Residential
13224020250000,2014,Single-Family Residential
13224060060000,2013,Single-Family Residential
13224070120000,2021,Single-Family Residential
13224130140000,2018,Single-Family Residential
13224130150000,2018,Single-Family Residential
13224160040000,2011,Neighborhood Mixed-Use
13224160050000,2011,Neighborhood Mixed-Use
13224160060000,2014,Neighborhood Mixed-Use
13224160070000,2013,Neighborhood Mixed-Use
13224160080000,2013,Neighborhood Mixed-Use
13224160090000,2012,Neighborhood Mixed-Use
13224160100000,2012,Neighborhood Mixed-Use
13224200250000,2022,Multi-Family Residential
13224200260000,2022,Multi-Family Residential
13224210200000,2018,Single-Family Residential
13224250140000,2019,Multi-Family Residential
13224250160000,2019,Multi-Family Residential
13224250200000,2007,Single-Family Residential
13224270200000,2016,Single-Family Residential
13224270210000,2015,Single-Family Residential
13224300270000,2015,Single-Family Residential
13224350220000,2021,Planned Development
13224360410000,2022,Multi-Family Residential
13231010380000,2016,Single-Family Residential
13231010390000,2014,Single-Family Residential
13231070200000,2015,Single-Family Residential
13231070210000,2014,Single-Family Residential
13231070220000,2014,Single-Family Residential
13231070230000,2014,Single-Family Residential
13231070240000,2014,Single-Family Residential
13231110310000,2022,Single-Family Residential
13231150100000,2021,Multi-Family Residential
13231150360000,2011,Single-Family Residential
13231150370000,2013,Single-Family Residential
13231210380000,2006,Single-Family Residential
13231210390000,2006,Single-Family Residential
13231210400000,2008,Multi-Family Residential
13231230110000,2018,Single-Family Residential
13231230170000,2015,Single-Family Residential
13231280340000,2008,Single-Family Residential
13231280350000,2008,Single-Family Residential
13231280360000,2008,Single-Family Residential
13231280370000,2013,Single-Family Residential
13231280380000,2013,Single-Family Residential
13231280390000,2014,Single-Family Residential
13231280400000,2016,Single-Family Residential
13231280410000,2014,Single-Family Residential
13231280420000,2011,Single-Family Residential
13231280440000,2008,Single-Family Residential
13231280450000,2017,Single-Family Residential
13231280460000,2008,Single-Family Residential
13231280470000,2008,Single-Family Residential
13231280480000,2014,Single-Family Residential
13231280490000,2015,Single-Family Residential
13231280500000,2014,Single-Family Residential
13231280510000,2015,Single-Family Residential
13231280520000,2017,Single-Family Residential
13231280530000,2018,Single-Family Residential
13231280540000,2014,Single-Family Residential
13231280550000,2017,Single-Family Residential
13232030190000,2008,Single-Family Residential
13232040450000,2006,Neighborhood Mixed-Use
13232040460000,2006,Neighborhood Mixed-Use
13232040470000,2006,Neighborhood Mixed-Use
13232040480000,2006,Neighborhood Mixed-Use
13232040490000,2006,Neighborhood Mixed-Use
13232040500000,2007,Neighborhood Mixed-Use
13232040510000,2006,Neighborhood Mixed-Use
13232040520000,2006,Neighborhood Mixed-Use
13232040530000,2006,Neighborhood Mixed-Use
13232040540000,2006,Neighborhood Mixed-Use
13232100030000,2014,Single-Family Residential
13232130400000,2020,Single-Family Residential
13232130430000,2011,Single-Family Residential
13232140080000,2014,Single-Family Residential
13232140260000,2014,Single-Family Residential
13232140270000,2014,Single-Family Residential
13232140280000,2014,Single-Family Residential
13232140290000,2015,Single-Family Residential
13232140300000,2014,Single-Family Residential
13232180060000,2021,Single-Family Residential
13232180070000,2021,Single-Family Residential
13232180380000,2006,Single-Family Residential
